subject,qname,own,meta,qtext,actual,confidence
R_SJK1m8QxIwZvFq9,riverSA,0,0.56,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.5
R_SJK1m8QxIwZvFq9,vjday,1,0.45,VJ Day occurred prior to VE Day,0,0.6
R_SJK1m8QxIwZvFq9,landl,1,0.64,Paraguay is a landlocked country.,1,0.9
R_SJK1m8QxIwZvFq9,louis,0,0.45,Marie Antoinette was married to Louis XVI,1,0.5
R_SJK1m8QxIwZvFq9,uranus,0,0.34,Uranus is bigger than Saturn,0,0.6
R_SJK1m8QxIwZvFq9,death,0,0.53,Socrates was sentenced to death,1,0.7
R_SJK1m8QxIwZvFq9,Rosetta,1,0.45,The Rosetta Stone contains an Ancient Greek section,1,0.7
R_SJK1m8QxIwZvFq9,anagram,0,0.32,There are no single word anagrams of the word 'anagram',1,0.6
R_SJK1m8QxIwZvFq9,dot,0,0.24,The dot above an 'i' or 'j' is called a 'tittle',1,0.5
R_SJK1m8QxIwZvFq9,iron,0,0.44,The Iron Age comes after the Bronze Age,1,0.9
R_SJK1m8QxIwZvFq9,custer,1,0.74,Custer was defeated at Little Bighorn,1,0.9
R_SJK1m8QxIwZvFq9,newz,0,0.4,Wellington is located on New Zealand's North Island.,1,0.5
R_SJK1m8QxIwZvFq9,Ocean,1,0.66,The Indian Ocean is the third largest ocean in the world,1,0.8
R_SJK1m8QxIwZvFq9,Berlin,1,0.66,The Berlin Wall was constructed by East Germany,1,0.8
R_SJK1m8QxIwZvFq9,africa,1,0.77,There are more countries in Africa than Asia,1,0.9
R_SJK1m8QxIwZvFq9,lincoln,0,0.23,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.5
R_SJK1m8QxIwZvFq9,atlantic,1,0.24,Columbus crossed the Atlantic in the Mary Rose,0,0.6
R_SJK1m8QxIwZvFq9,femur,1,0.77,The longest bone in the human body is the femur,1,1
R_SJK1m8QxIwZvFq9,year,1,0.88,A lightyear is a unit of distance,1,0.9
R_SJK1m8QxIwZvFq9,Memphis,1,0.56,Memphis is the state capital of Tennessee,0,0.7
R_3kccN1XAp0YVJyH,station,1,0.8,Grand Central in New York is the world's most used train station.,0,0.9
R_3kccN1XAp0YVJyH,letters,1,0.8,There are more 5 letter words than 12 letter words,0,0.9
R_3kccN1XAp0YVJyH,japan,0,0.2,Japan has the world's highest life expectancy,0,0.9
R_3kccN1XAp0YVJyH,kili,1,0.8,Mount Kilimanjaro is higher than Denali,0,0.6
R_3kccN1XAp0YVJyH,nile,1,0.8,The Nile River is more than double the length of the Volga,0,0.9
R_3kccN1XAp0YVJyH,muon,0,0.7,A muon has negative electric charge,1,0.6
R_3kccN1XAp0YVJyH,insects,1,0.7,Centipedes are considered insects,0,0.8
R_3kccN1XAp0YVJyH,jhb,1,0.7,Johannesburg is one of South Africa's three capital cities,0,0.8
R_3kccN1XAp0YVJyH,wu,0,0.2,More people speak Wu Chinese than Cantonese,1,0.9
R_3kccN1XAp0YVJyH,living,1,0.6,More living languages originate in N/S America than Europe,1,0.7
R_3kccN1XAp0YVJyH,mozam,1,0.6,Portuguese is the official language of Mozambique,1,0.7
R_3kccN1XAp0YVJyH,red,1,0.7,Red is higher frequency light than Blue,0,0.8
R_3kccN1XAp0YVJyH,russian,1,0.5,The Russian Cyrillic alphabet contains 29 letters,0,0.7
R_3kccN1XAp0YVJyH,eggs,0,0.2,A monotreme is a mammal which lays eggs,1,0.9
R_3kccN1XAp0YVJyH,ecuador,0,0.2,The point furthest from Earth's center is in Ecuador.,1,1
R_3kccN1XAp0YVJyH,jupiter,0,0.2,Jupiter was first discovered by Galileo Galilei,0,0.6
R_3kccN1XAp0YVJyH,Boer,1,0.5,The Crimean War was fought before the Boer Wars,1,0.6
R_3kccN1XAp0YVJyH,moldova,0,0.5,Transnistria is a disputed territory in Moldova,1,0.8
R_3kccN1XAp0YVJyH,alex,0,0.8,Alexander the Great became Pharaoh of Egypt,1,0.9
R_3kccN1XAp0YVJyH,leg,0,0.5,Blackbeard had a wooden leg,0,0.7
R_3kccN1XAp0YVJyH,alpha,0,0.2,An alpha particle is identical to a helium nucleus,1,0.6
R_3kccN1XAp0YVJyH,china,0,0.3,China borders the same number of countries as Russia,1,0.6
R_3kccN1XAp0YVJyH,constant,1,0.6,Avogadro's constant is greater than Planck's constant,1,0.6
R_3kccN1XAp0YVJyH,joan,1,0.8,Joan of Arc fought at the Battle of Agincourt,0,0.8
R_3kccN1XAp0YVJyH,nigeria,0,0.5,Nigeria is the country with most indigenous languages,0,0.7
R_3kccN1XAp0YVJyH,zip,0,0.3,The Empire State Building has its own zip code.,1,0.9
R_3kccN1XAp0YVJyH,khan,0,0.5,Genghis Khan's real name was Temujin,1,0.7
R_3kccN1XAp0YVJyH,norway,0,0.9,Norway separated from Sweden in the 20th Century,1,0.9
R_3kccN1XAp0YVJyH,baikal,0,0.2,Lake Baikal is the deepest lake in the world.,1,0.9
R_3kccN1XAp0YVJyH,billy,0,0.3,Billy the Kid never actually shot anyone dead,0,0.6
R_3kccN1XAp0YVJyH,cyprus,1,0.6,Cyprus is the only country to depict its map on its flag,0,0.6
R_3kccN1XAp0YVJyH,Beijing,1,0.5,Shanghai has a greater population than Beijing,1,0.7
R_3kccN1XAp0YVJyH,Borneo,0,0.8,The island of Borneo is occupied by three countries,1,1
R_3kccN1XAp0YVJyH,churchil,1,0.8,Sir Winston churchil was a Labour Prime Minister,0,0.8
R_3kccN1XAp0YVJyH,einstein,1,0.7,Albert Einstein never won a Nobel Prize in Physics,0,0.7
R_3kccN1XAp0YVJyH,fluffy,0,0.2,There is no German word meaning 'fluffy',0,0.9
R_3kccN1XAp0YVJyH,hydrogen,0,0.2,"When Hydrogen nuclei fuse, total mass decreases",1,0.9
R_3kccN1XAp0YVJyH,indiana,1,0.6,"Of all the American state flags, Indiana's has the most stars.",0,0.7
R_3kccN1XAp0YVJyH,euro,0,0.3,The currency of Switzerland is the Euro,0,0.6
R_3kccN1XAp0YVJyH,Georgia,1,0.5,Abkhazia is a disputed territory in Georgia.,1,0.6
R_3kccN1XAp0YVJyH,brass,0,0.4,Brass is an alloy of Copper and Mercury,0,0.8
R_3kccN1XAp0YVJyH,faroe,1,0.6,The Faroe Islands are an Icelandic territory.,0,0.6
R_3kccN1XAp0YVJyH,french,1,0.8,There are more native Japanese speakers than native French speakers,1,0.8
R_3kccN1XAp0YVJyH,andes,1,0.7,Part of the Andes mountain range is in Brazil.,0,0.6
R_3kccN1XAp0YVJyH,aorta,1,0.7,The aorta is a vein,0,0.8
R_3kccN1XAp0YVJyH,bigben,0,0.3,The White House was built before Big Ben,1,0.8
R_3kccN1XAp0YVJyH,Greek,1,0.8,There are 24 letters in the Greek alphabet,1,0.8
R_3kccN1XAp0YVJyH,birm,1,0.4,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.7
R_3kccN1XAp0YVJyH,kyrgyz,0,0.5,More people speak Kyrgyz than Uzbek,0,0.6
R_3kccN1XAp0YVJyH,leptons,0,0.2,Leptons are made up of quarks,0,0.9
R_3kccN1XAp0YVJyH,macbeth,1,0.8,William Wallace lived before King Macbeth,0,0.9
R_3kccN1XAp0YVJyH,iberian,1,0.5,Croatia is on the Iberian Peninsula.,0,0.7
R_3kccN1XAp0YVJyH,nero,1,0.7,Nero was the first Roman Emperor,0,0.8
R_3kccN1XAp0YVJyH,rome,0,0.5,The Magna Carta was signed in Rome,0,0.7
R_3kccN1XAp0YVJyH,sahara,1,0.6,The Sahara Desert has a greater area than USA,0,0.8
R_3kccN1XAp0YVJyH,cow,0,0.5,'Cheval' is French for 'cow',0,1
R_3kccN1XAp0YVJyH,Tin,1,0.6,The chemical symbol for Tin is Sn,1,0.8
R_3kccN1XAp0YVJyH,widow,1,0.7,Napoleon Bonaparte's first wife was a widow,1,0.6
R_3kccN1XAp0YVJyH,rocket,0,0.5,Stephenson's Rocket was the first steam locomotive,0,0.6
R_3kccN1XAp0YVJyH,nitrogen,1,0.6,Earth's atmosphere is mostly Nitrogen,1,0.7
R_3kccN1XAp0YVJyH,riverSA,0,0.7,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.7
R_3kccN1XAp0YVJyH,vjday,0,0.5,VJ Day occurred prior to VE Day,0,0.6
R_3kccN1XAp0YVJyH,landl,0,0.6,Paraguay is a landlocked country.,1,0.6
R_3kccN1XAp0YVJyH,louis,1,0.7,Marie Antoinette was married to Louis XVI,1,0.8
R_3kccN1XAp0YVJyH,uranus,1,0.7,Uranus is bigger than Saturn,0,0.8
R_3kccN1XAp0YVJyH,death,0,0.4,Socrates was sentenced to death,1,0.8
R_3kccN1XAp0YVJyH,Rosetta,0,0.7,The Rosetta Stone contains an Ancient Greek section,1,0.7
R_3kccN1XAp0YVJyH,anagram,0,0.3,There are no single word anagrams of the word 'anagram',1,0.8
R_3kccN1XAp0YVJyH,dot,0,0.4,The dot above an 'i' or 'j' is called a 'tittle',1,0.6
R_3kccN1XAp0YVJyH,iron,1,0.7,The Iron Age comes after the Bronze Age,1,0.9
R_3kccN1XAp0YVJyH,custer,0,0.3,Custer was defeated at Little Bighorn,1,0.8
R_3kccN1XAp0YVJyH,newz,1,0.5,Wellington is located on New Zealand's North Island.,1,0.7
R_3kccN1XAp0YVJyH,Ocean,1,0.8,The Indian Ocean is the third largest ocean in the world,1,0.9
R_3kccN1XAp0YVJyH,Berlin,1,0.7,The Berlin Wall was constructed by East Germany,1,0.8
R_3kccN1XAp0YVJyH,africa,1,0.6,There are more countries in Africa than Asia,1,0.9
R_3kccN1XAp0YVJyH,lincoln,0,0.2,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.6
R_3kccN1XAp0YVJyH,atlantic,0,0.5,Columbus crossed the Atlantic in the Mary Rose,0,0.7
R_3kccN1XAp0YVJyH,femur,1,0.8,The longest bone in the human body is the femur,1,0.9
R_3kccN1XAp0YVJyH,year,1,0.9,A lightyear is a unit of distance,1,1
R_3kccN1XAp0YVJyH,Memphis,1,0.9,Memphis is the state capital of Tennessee,0,1
R_ZrVVz2jMJpTUxwZ,station,1,0.91,Grand Central in New York is the world's most used train station.,0,0.8
R_ZrVVz2jMJpTUxwZ,letters,1,0.88,There are more 5 letter words than 12 letter words,0,0.9
R_ZrVVz2jMJpTUxwZ,japan,1,0.61,Japan has the world's highest life expectancy,0,0.6
R_ZrVVz2jMJpTUxwZ,kili,1,0.63,Mount Kilimanjaro is higher than Denali,0,0.5
R_ZrVVz2jMJpTUxwZ,nile,1,0.84,The Nile River is more than double the length of the Volga,0,0.7
R_ZrVVz2jMJpTUxwZ,muon,0,0.55,A muon has negative electric charge,1,0.5
R_ZrVVz2jMJpTUxwZ,insects,0,0.33,Centipedes are considered insects,0,1
R_ZrVVz2jMJpTUxwZ,jhb,1,0.76,Johannesburg is one of South Africa's three capital cities,0,0.7
R_ZrVVz2jMJpTUxwZ,wu,0,0.29,More people speak Wu Chinese than Cantonese,1,0.6
R_ZrVVz2jMJpTUxwZ,living,0,0.31,More living languages originate in N/S America than Europe,1,0.5
R_ZrVVz2jMJpTUxwZ,mozam,1,0.61,Portuguese is the official language of Mozambique,1,0.5
R_ZrVVz2jMJpTUxwZ,red,1,0.62,Red is higher frequency light than Blue,0,0.6
R_ZrVVz2jMJpTUxwZ,russian,0,0.47,The Russian Cyrillic alphabet contains 29 letters,0,0.5
R_ZrVVz2jMJpTUxwZ,eggs,0,0.38,A monotreme is a mammal which lays eggs,1,0.5
R_ZrVVz2jMJpTUxwZ,ecuador,0,0.22,The point furthest from Earth's center is in Ecuador.,1,0.7
R_ZrVVz2jMJpTUxwZ,jupiter,1,0.56,Jupiter was first discovered by Galileo Galilei,0,0.6
R_ZrVVz2jMJpTUxwZ,Boer,1,0.56,The Crimean War was fought before the Boer Wars,1,0.5
R_ZrVVz2jMJpTUxwZ,moldova,1,0.46,Transnistria is a disputed territory in Moldova,1,0.5
R_ZrVVz2jMJpTUxwZ,alex,0,0.33,Alexander the Great became Pharaoh of Egypt,1,0.6
R_ZrVVz2jMJpTUxwZ,leg,1,0.68,Blackbeard had a wooden leg,0,0.6
R_ZrVVz2jMJpTUxwZ,alpha,0,0.32,An alpha particle is identical to a helium nucleus,1,0.6
R_ZrVVz2jMJpTUxwZ,china,1,0.43,China borders the same number of countries as Russia,1,0.5
R_ZrVVz2jMJpTUxwZ,constant,1,0.48,Avogadro's constant is greater than Planck's constant,1,0.5
R_ZrVVz2jMJpTUxwZ,joan,0,0.44,Joan of Arc fought at the Battle of Agincourt,0,0.5
R_ZrVVz2jMJpTUxwZ,nigeria,0,0.3,Nigeria is the country with most indigenous languages,0,0.5
R_ZrVVz2jMJpTUxwZ,zip,0,0.22,The Empire State Building has its own zip code.,1,0.7
R_ZrVVz2jMJpTUxwZ,khan,0,0.39,Genghis Khan's real name was Temujin,1,0.5
R_ZrVVz2jMJpTUxwZ,norway,1,0.49,Norway separated from Sweden in the 20th Century,1,0.5
R_ZrVVz2jMJpTUxwZ,baikal,1,0.44,Lake Baikal is the deepest lake in the world.,1,0.5
R_ZrVVz2jMJpTUxwZ,billy,0,0.38,Billy the Kid never actually shot anyone dead,0,0.7
R_ZrVVz2jMJpTUxwZ,cyprus,0,0.29,Cyprus is the only country to depict its map on its flag,0,0.6
R_ZrVVz2jMJpTUxwZ,Beijing,1,0.46,Shanghai has a greater population than Beijing,1,0.5
R_ZrVVz2jMJpTUxwZ,Borneo,0,0.3,The island of Borneo is occupied by three countries,1,0.5
R_ZrVVz2jMJpTUxwZ,churchil,1,0.56,Sir Winston churchil was a Labour Prime Minister,0,0.6
R_ZrVVz2jMJpTUxwZ,einstein,0,0.36,Albert Einstein never won a Nobel Prize in Physics,0,0.5
R_ZrVVz2jMJpTUxwZ,fluffy,0,0.23,There is no German word meaning 'fluffy',0,0.6
R_ZrVVz2jMJpTUxwZ,hydrogen,0,0.44,"When Hydrogen nuclei fuse, total mass decreases",1,0.5
R_ZrVVz2jMJpTUxwZ,indiana,0,0.39,"Of all the American state flags, Indiana's has the most stars.",0,0.5
R_ZrVVz2jMJpTUxwZ,euro,1,0.63,The currency of Switzerland is the Euro,0,0.6
R_ZrVVz2jMJpTUxwZ,Georgia,1,0.44,Abkhazia is a disputed territory in Georgia.,1,0.5
R_ZrVVz2jMJpTUxwZ,brass,1,0.55,Brass is an alloy of Copper and Mercury,0,0.5
R_ZrVVz2jMJpTUxwZ,faroe,1,0.44,The Faroe Islands are an Icelandic territory.,0,0.5
R_ZrVVz2jMJpTUxwZ,french,0,0.38,There are more native Japanese speakers than native French speakers,1,0.6
R_ZrVVz2jMJpTUxwZ,andes,1,0.52,Part of the Andes mountain range is in Brazil.,0,0.6
R_ZrVVz2jMJpTUxwZ,aorta,0,0.61,The aorta is a vein,0,0.7
R_ZrVVz2jMJpTUxwZ,bigben,1,0.44,The White House was built before Big Ben,1,0.5
R_ZrVVz2jMJpTUxwZ,Greek,1,0.52,There are 24 letters in the Greek alphabet,1,0.5
R_ZrVVz2jMJpTUxwZ,birm,0,0.61,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.5
R_ZrVVz2jMJpTUxwZ,kyrgyz,0,0.42,More people speak Kyrgyz than Uzbek,0,0.5
R_ZrVVz2jMJpTUxwZ,leptons,0,0.46,Leptons are made up of quarks,0,0.5
R_ZrVVz2jMJpTUxwZ,macbeth,0,0.28,William Wallace lived before King Macbeth,0,0.5
R_ZrVVz2jMJpTUxwZ,iberian,0,0.44,Croatia is on the Iberian Peninsula.,0,0.5
R_ZrVVz2jMJpTUxwZ,nero,0,0.36,Nero was the first Roman Emperor,0,0.5
R_ZrVVz2jMJpTUxwZ,rome,1,0.63,The Magna Carta was signed in Rome,0,0.5
R_ZrVVz2jMJpTUxwZ,sahara,1,0.4,The Sahara Desert has a greater area than USA,0,0.6
R_ZrVVz2jMJpTUxwZ,cow,1,0.41,'Cheval' is French for 'cow',0,0.5
R_ZrVVz2jMJpTUxwZ,Tin,0,0.39,The chemical symbol for Tin is Sn,1,0.5
R_ZrVVz2jMJpTUxwZ,widow,1,0.46,Napoleon Bonaparte's first wife was a widow,1,0.5
R_ZrVVz2jMJpTUxwZ,rocket,0,0.44,Stephenson's Rocket was the first steam locomotive,0,0.5
R_ZrVVz2jMJpTUxwZ,nitrogen,0,0.29,Earth's atmosphere is mostly Nitrogen,1,0.7
R_ZrVVz2jMJpTUxwZ,riverSA,0,0.44,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.5
R_ZrVVz2jMJpTUxwZ,vjday,0,0.5,VJ Day occurred prior to VE Day,0,0.5
R_ZrVVz2jMJpTUxwZ,landl,0,0.43,Paraguay is a landlocked country.,1,0.5
R_ZrVVz2jMJpTUxwZ,louis,1,0.41,Marie Antoinette was married to Louis XVI,1,0.5
R_ZrVVz2jMJpTUxwZ,uranus,0,0.34,Uranus is bigger than Saturn,0,0.7
R_ZrVVz2jMJpTUxwZ,death,1,0.56,Socrates was sentenced to death,1,0.5
R_ZrVVz2jMJpTUxwZ,Rosetta,1,0.37,The Rosetta Stone contains an Ancient Greek section,1,0.5
R_ZrVVz2jMJpTUxwZ,anagram,1,0.74,There are no single word anagrams of the word 'anagram',1,0.7
R_ZrVVz2jMJpTUxwZ,dot,1,0.65,The dot above an 'i' or 'j' is called a 'tittle',1,0.7
R_ZrVVz2jMJpTUxwZ,iron,1,0.67,The Iron Age comes after the Bronze Age,1,0.6
R_ZrVVz2jMJpTUxwZ,custer,0,0.49,Custer was defeated at Little Bighorn,1,0.5
R_ZrVVz2jMJpTUxwZ,newz,1,0.44,Wellington is located on New Zealand's North Island.,1,0.5
R_ZrVVz2jMJpTUxwZ,Ocean,0,0.59,The Indian Ocean is the third largest ocean in the world,1,0.6
R_ZrVVz2jMJpTUxwZ,Berlin,1,0.67,The Berlin Wall was constructed by East Germany,1,0.6
R_ZrVVz2jMJpTUxwZ,africa,1,0.68,There are more countries in Africa than Asia,1,0.7
R_ZrVVz2jMJpTUxwZ,lincoln,0,0.3,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.9
R_ZrVVz2jMJpTUxwZ,atlantic,0,0.21,Columbus crossed the Atlantic in the Mary Rose,0,0.9
R_ZrVVz2jMJpTUxwZ,femur,1,0.63,The longest bone in the human body is the femur,1,0.6
R_ZrVVz2jMJpTUxwZ,year,1,0.79,A lightyear is a unit of distance,1,1
R_ZrVVz2jMJpTUxwZ,Memphis,1,0.58,Memphis is the state capital of Tennessee,0,0.7
R_XjtG6dTyNfMiXvj,station,0,0.75,Grand Central in New York is the world's most used train station.,0,0.5
R_XjtG6dTyNfMiXvj,letters,1,0.75,There are more 5 letter words than 12 letter words,0,0.5
R_XjtG6dTyNfMiXvj,japan,0,0.65,Japan has the world's highest life expectancy,0,0.5
R_XjtG6dTyNfMiXvj,kili,1,0.8,Mount Kilimanjaro is higher than Denali,0,0.7
R_XjtG6dTyNfMiXvj,nile,1,0.5,The Nile River is more than double the length of the Volga,0,0.6
R_XjtG6dTyNfMiXvj,muon,0,0.2,A muon has negative electric charge,1,0.5
R_XjtG6dTyNfMiXvj,insects,0,0.9,Centipedes are considered insects,0,0.6
R_XjtG6dTyNfMiXvj,jhb,1,0.75,Johannesburg is one of South Africa's three capital cities,0,0.5
R_XjtG6dTyNfMiXvj,wu,1,0.2,More people speak Wu Chinese than Cantonese,1,0.5
R_XjtG6dTyNfMiXvj,living,0,0.75,More living languages originate in N/S America than Europe,1,0.6
R_XjtG6dTyNfMiXvj,mozam,0,0.2,Portuguese is the official language of Mozambique,1,1
R_XjtG6dTyNfMiXvj,red,1,0.6,Red is higher frequency light than Blue,0,0.5
R_XjtG6dTyNfMiXvj,russian,1,0.25,The Russian Cyrillic alphabet contains 29 letters,0,0.5
R_XjtG6dTyNfMiXvj,eggs,0,0.6,A monotreme is a mammal which lays eggs,1,0.6
R_XjtG6dTyNfMiXvj,ecuador,0,0.62,The point furthest from Earth's center is in Ecuador.,1,0.5
R_XjtG6dTyNfMiXvj,jupiter,1,0.6,Jupiter was first discovered by Galileo Galilei,0,0.6
R_XjtG6dTyNfMiXvj,Boer,0,0.5,The Crimean War was fought before the Boer Wars,1,0.6
R_XjtG6dTyNfMiXvj,moldova,1,0.52,Transnistria is a disputed territory in Moldova,1,0.5
R_XjtG6dTyNfMiXvj,alex,0,0.05,Alexander the Great became Pharaoh of Egypt,1,0.7
R_XjtG6dTyNfMiXvj,leg,0,0.75,Blackbeard had a wooden leg,0,0.5
R_XjtG6dTyNfMiXvj,alpha,0,0.5,An alpha particle is identical to a helium nucleus,1,0.5
R_XjtG6dTyNfMiXvj,china,0,0.6,China borders the same number of countries as Russia,1,0.7
R_XjtG6dTyNfMiXvj,constant,0,0.2,Avogadro's constant is greater than Planck's constant,1,0.5
R_XjtG6dTyNfMiXvj,joan,1,0.6,Joan of Arc fought at the Battle of Agincourt,0,0.5
R_XjtG6dTyNfMiXvj,nigeria,0,0.9,Nigeria is the country with most indigenous languages,0,0.6
R_XjtG6dTyNfMiXvj,zip,0,0.05,The Empire State Building has its own zip code.,1,0.6
R_XjtG6dTyNfMiXvj,khan,1,0.2,Genghis Khan's real name was Temujin,1,0.6
R_XjtG6dTyNfMiXvj,norway,0,0.7,Norway separated from Sweden in the 20th Century,1,0.5
R_XjtG6dTyNfMiXvj,baikal,0,0.3,Lake Baikal is the deepest lake in the world.,1,0.7
R_XjtG6dTyNfMiXvj,billy,1,0.6,Billy the Kid never actually shot anyone dead,0,0.5
R_XjtG6dTyNfMiXvj,cyprus,0,0.4,Cyprus is the only country to depict its map on its flag,0,0.5
R_XjtG6dTyNfMiXvj,Beijing,0,0.5,Shanghai has a greater population than Beijing,1,0.5
R_XjtG6dTyNfMiXvj,Borneo,0,0.35,The island of Borneo is occupied by three countries,1,0.5
R_XjtG6dTyNfMiXvj,churchil,1,0.8,Sir Winston churchil was a Labour Prime Minister,0,0.7
R_XjtG6dTyNfMiXvj,einstein,0,0.5,Albert Einstein never won a Nobel Prize in Physics,0,0.5
R_XjtG6dTyNfMiXvj,fluffy,0,0.15,There is no German word meaning 'fluffy',0,0.8
R_XjtG6dTyNfMiXvj,hydrogen,0,0.6,"When Hydrogen nuclei fuse, total mass decreases",1,0.5
R_XjtG6dTyNfMiXvj,indiana,0,0.2,"Of all the American state flags, Indiana's has the most stars.",0,0.5
R_XjtG6dTyNfMiXvj,euro,0,0.75,The currency of Switzerland is the Euro,0,1
R_XjtG6dTyNfMiXvj,Georgia,1,0.5,Abkhazia is a disputed territory in Georgia.,1,0.6
R_XjtG6dTyNfMiXvj,brass,0,0.1,Brass is an alloy of Copper and Mercury,0,0.6
R_XjtG6dTyNfMiXvj,faroe,0,0.45,The Faroe Islands are an Icelandic territory.,0,0.5
R_XjtG6dTyNfMiXvj,french,0,0.2,There are more native Japanese speakers than native French speakers,1,0.5
R_XjtG6dTyNfMiXvj,andes,1,0.4,Part of the Andes mountain range is in Brazil.,0,0.5
R_XjtG6dTyNfMiXvj,aorta,1,0.75,The aorta is a vein,0,0.6
R_XjtG6dTyNfMiXvj,bigben,1,0.6,The White House was built before Big Ben,1,0.6
R_XjtG6dTyNfMiXvj,Greek,0,0.8,There are 24 letters in the Greek alphabet,1,0.6
R_XjtG6dTyNfMiXvj,birm,1,0.5,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.5
R_XjtG6dTyNfMiXvj,kyrgyz,0,0.2,More people speak Kyrgyz than Uzbek,0,0.6
R_XjtG6dTyNfMiXvj,leptons,0,0.6,Leptons are made up of quarks,0,0.5
R_XjtG6dTyNfMiXvj,macbeth,0,0.5,William Wallace lived before King Macbeth,0,0.5
R_XjtG6dTyNfMiXvj,iberian,0,0.6,Croatia is on the Iberian Peninsula.,0,1
R_XjtG6dTyNfMiXvj,nero,0,0.5,Nero was the first Roman Emperor,0,0.5
R_XjtG6dTyNfMiXvj,rome,0,0.5,The Magna Carta was signed in Rome,0,0.6
R_XjtG6dTyNfMiXvj,sahara,0,0.8,The Sahara Desert has a greater area than USA,0,0.6
R_XjtG6dTyNfMiXvj,cow,0,0.02,'Cheval' is French for 'cow',0,0.5
R_XjtG6dTyNfMiXvj,Tin,0,0.4,The chemical symbol for Tin is Sn,1,0.5
R_XjtG6dTyNfMiXvj,widow,0,0.65,Napoleon Bonaparte's first wife was a widow,1,0.5
R_XjtG6dTyNfMiXvj,rocket,0,0.6,Stephenson's Rocket was the first steam locomotive,0,0.5
R_XjtG6dTyNfMiXvj,nitrogen,1,0.6,Earth's atmosphere is mostly Nitrogen,1,0.6
R_XjtG6dTyNfMiXvj,riverSA,0,0.65,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.6
R_XjtG6dTyNfMiXvj,vjday,0,0.26,VJ Day occurred prior to VE Day,0,0.5
R_XjtG6dTyNfMiXvj,landl,1,0.6,Paraguay is a landlocked country.,1,0.6
R_XjtG6dTyNfMiXvj,louis,0,0.65,Marie Antoinette was married to Louis XVI,1,0.5
R_XjtG6dTyNfMiXvj,uranus,0,0.9,Uranus is bigger than Saturn,0,1
R_XjtG6dTyNfMiXvj,death,1,0.5,Socrates was sentenced to death,1,0.5
R_XjtG6dTyNfMiXvj,Rosetta,0,0.2,The Rosetta Stone contains an Ancient Greek section,1,0.6
R_XjtG6dTyNfMiXvj,anagram,1,0.6,There are no single word anagrams of the word 'anagram',1,0.5
R_XjtG6dTyNfMiXvj,dot,0,0.1,The dot above an 'i' or 'j' is called a 'tittle',1,0.5
R_XjtG6dTyNfMiXvj,iron,1,0.5,The Iron Age comes after the Bronze Age,1,0.5
R_XjtG6dTyNfMiXvj,custer,0,0.2,Custer was defeated at Little Bighorn,1,0.6
R_XjtG6dTyNfMiXvj,newz,1,0.4,Wellington is located on New Zealand's North Island.,1,0.5
R_XjtG6dTyNfMiXvj,Ocean,1,0.5,The Indian Ocean is the third largest ocean in the world,1,0.5
R_XjtG6dTyNfMiXvj,Berlin,1,0.75,The Berlin Wall was constructed by East Germany,1,1
R_XjtG6dTyNfMiXvj,africa,0,0.2,There are more countries in Africa than Asia,1,0.9
R_XjtG6dTyNfMiXvj,lincoln,0,0.6,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.5
R_XjtG6dTyNfMiXvj,atlantic,0,0.15,Columbus crossed the Atlantic in the Mary Rose,0,1
R_XjtG6dTyNfMiXvj,femur,1,0.8,The longest bone in the human body is the femur,1,0.6
R_XjtG6dTyNfMiXvj,year,1,0.8,A lightyear is a unit of distance,1,0.7
R_XjtG6dTyNfMiXvj,Memphis,0,0.75,Memphis is the state capital of Tennessee,0,0.5
R_1q4xS7KqRBhs0u6,station,1,0.6,Grand Central in New York is the world's most used train station.,0,0.5
R_1q4xS7KqRBhs0u6,letters,1,0.8,There are more 5 letter words than 12 letter words,0,0.7
R_1q4xS7KqRBhs0u6,japan,1,0.5,Japan has the world's highest life expectancy,0,0.5
R_1q4xS7KqRBhs0u6,kili,1,0.5,Mount Kilimanjaro is higher than Denali,0,0.5
R_1q4xS7KqRBhs0u6,nile,1,0.55,The Nile River is more than double the length of the Volga,0,0.5
R_1q4xS7KqRBhs0u6,muon,1,0.5,A muon has negative electric charge,1,0.5
R_1q4xS7KqRBhs0u6,insects,1,0.6,Centipedes are considered insects,0,0.6
R_1q4xS7KqRBhs0u6,jhb,1,0.5,Johannesburg is one of South Africa's three capital cities,0,0.5
R_1q4xS7KqRBhs0u6,wu,0,0.5,More people speak Wu Chinese than Cantonese,1,0.5
R_1q4xS7KqRBhs0u6,living,0,0.5,More living languages originate in N/S America than Europe,1,0.6
R_1q4xS7KqRBhs0u6,mozam,0,0.6,Portuguese is the official language of Mozambique,1,0.5
R_1q4xS7KqRBhs0u6,red,1,0.6,Red is higher frequency light than Blue,0,0.6
